Data Base;PU Base Manha
2015-04-02;749,53
2015-04-06;748,25
2015-04-07;753,01
2015-04-08;751,61
2015-04-09;773,65
2015-04-10;769,81
2015-04-13;776,8
2015-04-14;778,78
2015-04-15;795,62
2015-04-16;802,0
2015-04-17;800,85
2015-04-20;794,16
2015-04-22;787,29
2015-04-23;790,64
2015-04-24;785,09
2015-04-27;784,38
2015-04-28;795,17
2015-04-29;792,56
2015-04-30;800,44
2015-05-04;790,94
2015-05-05;789,83
2015-05-06;790,21
2015-05-07;792,08
2015-05-08;795,27
2015-05-11;811,12
2015-05-12;803,91
2015-05-13;799,77
2015-05-14;803,16
2015-05-15;829,62
2015-05-18;838,09
2015-05-19;827,46
2015-05-20;826,25
2015-05-21;847,02
2015-05-22;848,96
2015-05-25;854,45
2015-05-26;842,04
2015-05-27;836,08
2015-05-28;825,51
2015-05-29;836,76
2015-06-01;829,59
2015-06-02;828,38
2015-06-03;822,53
2015-06-05;823,01
2015-06-08;819,04
2015-06-09;830,19
2015-06-10;833,34
2015-06-11;824,41
2015-06-12;824,8
2015-06-15;831,78
2015-06-16;822,86
2015-06-17;826,31
2015-06-18;831,33
2015-06-19;828,59
2015-06-22;831,18
2015-06-23;833,16
2015-06-24;832,01
2015-06-25;832,43
2015-06-26;817,43
2015-06-29;821,34
2015-06-30;811,09
2015-07-01;808,48
2015-07-02;804,37
2015-07-03;807,79
2015-07-06;807,12
2015-07-07;800,04
2015-07-08;794,45
2015-07-09;787,5
2015-07-10;787,9
2015-07-13;785,78
2015-07-14;783,27
2015-07-15;780,76
2015-07-16;783,99
2015-07-17;785,77
2015-07-20;782,0
2015-07-21;785,23
2015-07-22;792,87
2015-07-23;764,49
2015-07-24;738,41
2015-07-27;744,51
2015-07-28;747,6
2015-07-29;747,94
2015-07-30;765,07
2015-07-31;747,23
2015-08-03;750,63
2015-08-04;735,87
2015-08-05;741,65
2015-08-06;728,43
2015-08-07;707,71
2015-08-10;700,55
2015-08-11;708,65
2015-08-12;710,29
2015-08-13;719,83
2015-08-14;721,49
2015-08-17;724,62
2015-08-18;730,24
2015-08-19;738,61
2015-08-20;729,41
2015-08-21;715,07
2015-08-24;683,27
2015-08-25;686,02
2015-08-26;686,26
2015-08-27;692,82
2015-08-28;689,26
2015-08-31;689,6
2015-09-01;682,31
2015-09-02;662,87
2015-09-03;641,68
2015-09-04;648,98
2015-09-08;643,46
2015-09-09;640,19
2015-09-10;633,41
2015-09-11;637,11
2015-09-14;643,26
2015-09-15;661,32
2015-09-16;662,81
2015-09-17;659,49
2015-09-18;668,24
2015-09-21;648,34
2015-09-22;632,32
2015-09-23;631,57
2015-09-24;611,55
2015-09-25;705,13
2015-09-28;689,14
2015-09-29;642,21
2015-09-30;671,16
2015-10-01;661,77
2015-10-02;663,27
2015-10-05;680,92
2015-10-06;676,29
2015-10-07;681,68
2015-10-08;666,07
2015-10-09;673,68
2015-10-13;662,22
2015-10-14;647,09
2015-10-15;658,04
2015-10-16;659,58
2015-10-19;656,65
2015-10-20;653,43
2015-10-21;658,53
2015-10-22;660,15
2015-10-23;671,37
2015-10-26;669,63
2015-10-27;682,25
2015-10-28;691,33
2015-10-29;694,21
2015-10-30;687,06
2015-11-03;691,7
2015-11-04;715,04
2015-11-05;731,18
2015-11-06;729,12
2015-11-09;721,98
2015-11-10;726,31
2015-11-11;733,32
2015-11-12;737,72
2015-11-13;743,5
2015-11-16;742,9
2015-11-17;744,6
2015-11-18;743,61
2015-11-19;741,27
2015-11-20;747,33
2015-11-23;748,19
2015-11-24;747,25
2015-11-25;727,62
2015-11-26;717,56
2015-11-27;716,68
2015-11-30;704,65
2015-12-01;702,51
2015-12-02;708,01
2015-12-03;716,14
2015-12-04;707,55
2015-12-07;707,09
2015-12-08;706,22
2015-12-09;703,48
2015-12-10;702,65
2015-12-11;696,77
2015-12-14;692,66
2015-12-15;684,41
2015-12-16;667,79
2015-12-17;673,01
2015-12-18;670,99
2015-12-21;673,11
2015-12-22;675,95
2015-12-23;682,46
2015-12-24;685,34
2015-12-28;686,44
2015-12-29;691,81
2015-12-30;690,99
2015-12-31;686,47
2016-01-04;687,56
2016-01-05;690,46
2016-01-06;698,36
2016-01-07;702,56
2016-01-08;690,18
2016-01-11;683,62
2016-01-12;687,72
2016-01-13;690,6
2016-01-14;684,85
2016-01-15;685,25
2016-01-18;682,41
2016-01-19;684,04
2016-01-20;667,53
2016-01-21;654,94
2016-01-22;648,36
2016-01-25;651,74
2016-01-26;652,16
2016-01-27;660,78
2016-01-28;660,02
2016-01-29;672,33
2016-02-01;675,63
2016-02-02;689,47
2016-02-03;674,09
2016-02-04;675,73
2016-02-05;677,02
2016-02-10;683,46
2016-02-11;685,16
2016-02-12;684,41
2016-02-15;696,53
2016-02-16;706,97
2016-02-17;698,62
2016-02-18;702,8
2016-02-19;688,35
2016-02-22;695,38
2016-02-23;704,53
2016-02-24;703,81
2016-02-25;709,28
2016-02-26;707,2
2016-02-29;704,35
2016-03-01;706,05
2016-03-02;701,48
2016-03-03;708,19
2016-03-04;810,13
2016-03-07;784,04
2016-03-08;770,63
2016-03-09;805,83
2016-03-10;823,79
2016-03-11;816,91
2016-03-14;831,16
2016-03-15;796,69
2016-03-16;767,72
2016-03-17;810,3
2016-03-18;832,69
2016-03-21;845,34
2016-03-22;853,29
2016-03-23;876,9
2016-03-24;847,79
2016-03-28;854,62
2016-03-29;859,56
2016-03-30;869,19
2016-03-31;863,33
2016-04-01;857,52
2016-04-04;864,29
2016-04-05;850,83
2016-04-06;849,66
2016-04-07;845,46
2016-04-08;853,12
2016-04-11;865,98
2016-04-12;869,42
2016-04-13;872,86
2016-04-14;895,33
2016-04-15;894,07
2016-04-18;915,86
2016-04-19;908,09
2016-04-20;887,62
2016-04-22;886,51
2016-04-25;879,32
2016-04-26;886,0
2016-04-27;887,96
2016-04-28;904,33
2016-04-29;904,71
2016-05-02;921,73
2016-05-03;913,92
2016-05-04;920,86
2016-05-05;922,89
2016-05-06;942,05
2016-05-09;934,46
2016-05-10;928,22
2016-05-11;955,54
2016-05-12;944,08
2016-05-13;959,8
2016-05-16;960,61
2016-05-17;962,76
2016-05-18;956,33
2016-05-19;928,19
2016-05-20;941,94
2016-05-23;932,94
2016-05-24;918,55
2016-05-25;922,26
2016-05-27;919,65
2016-05-30;905,93
2016-05-31;914,45
2016-06-01;905,19
2016-06-02;910,47
2016-06-03;914,15
2016-06-06;923,2
2016-06-07;925,28
2016-06-08;922,66
2016-06-09;929,69
2016-06-10;928,5
2016-06-13;919,58
2016-06-14;921,66
2016-06-15;927,03
2016-06-16;925,72
2016-06-17;927,69
2016-06-20;931,52
2016-06-21;933,51
2016-06-22;938,86
2016-06-23;935,87
2016-06-24;942,86
2016-06-27;946,78
2016-06-28;960,64
2016-06-29;964,4
2016-06-30;957,92
2016-07-01;956,56
2016-07-04;953,75
2016-07-05;947,35
2016-07-06;936,02
2016-07-07;931,41
2016-07-08;930,02
2016-07-11;943,82
2016-07-12;950,86
2016-07-13;954,57
2016-07-14;963,39
2016-07-15;974,0
2016-07-18;981,58
2016-07-19;988,92
2016-07-20;978,84
2016-07-21;982,68
2016-07-22;979,53
2016-07-25;973,26
2016-07-26;971,91
2016-07-27;982,63
2016-07-28;986,47
2016-07-29;992,07
2016-08-01;990,96
2016-08-02;994,83
2016-08-03;993,44
2016-08-04;1002,62
2016-08-05;1006,54
2016-08-08;1007,18
2016-08-09;1002,23
2016-08-10;1013,27
2016-08-11;1014,43
2016-08-12;1034,62
2016-08-15;1030,01
2016-08-16;1034,01
2016-08-17;1034,37
2016-08-18;1038,39
2016-08-19;1035,08
2016-08-22;1035,71
2016-08-24;1023,71
2016-08-25;1011,65
2016-08-26;1008,46
2016-08-29;996,75
2016-08-30;1005,93
2016-08-31;1001,0
2016-09-01;1001,37
2016-09-02;997,58
2016-09-05;1005,16
2016-09-06;1004,51
2016-09-08;1006,79
2016-09-09;1001,94
2016-09-12;992,09
2016-09-13;997,7
2016-09-14;982,44
2016-09-15;984,54
2016-09-16;979,71
2016-09-19;980,24
2016-09-20;978,85
2016-09-21;975,76
2016-09-22;988,12
2016-09-23;1003,87
2016-09-26;1009,59
2016-09-27;1009,89
2016-09-28;1013,73
2016-09-29;1021,16
2016-09-30;1019,67
2016-10-03;1027,28
2016-10-04;1045,74
2016-10-05;1036,92
2016-10-06;1048,18
2016-10-07;1042,07
2016-10-10;1046,04
2016-10-11;1044,47
2016-10-13;1044,76
2016-10-14;1048,68
2016-10-17;1049,17
2016-10-18;1055,04
2016-10-19;1055,39
2016-10-20;1061,29
2016-10-21;1067,23
2016-10-24;1062,07
2016-10-25;1067,99
2016-10-26;1057,17
2016-10-27;1041,01
2016-10-28;1030,49
2016-10-31;1027,42
2016-11-01;1029,54
2016-11-03;1026,38
2016-11-04;1030,29
2016-11-07;1034,41
2016-11-08;1040,17
2016-11-09;1029,43
2016-11-10;1026,16
2016-11-11;969,26
2016-11-14;953,06
2016-11-16;956,81
2016-11-17;973,91
2016-11-18;981,05
2016-11-21;981,67
2016-11-22;997,48
2016-11-23;990,94
2016-11-24;984,21
2016-11-25;971,0
2016-11-28;971,53
2016-11-29;976,92
2016-11-30;984,05
2016-12-01;982,68
2016-12-02;943,06
2016-12-05;958,37
2016-12-06;952,09
2016-12-07;962,35
2016-12-08;974,4
2016-12-09;988,99
2016-12-12;974,13
2016-12-13;982,87
2016-12-14;988,28
2016-12-15;980,07
2016-12-16;1004,46
2016-12-19;989,65
2016-12-20;1002,08
2016-12-21;1004,21
2016-12-22;1000,75
2016-12-23;1018,53
2016-12-26;1017,31
2016-12-27;1022,93
2016-12-28;1025,04
2016-12-29;1037,85
2016-12-30;1038,19
2017-01-02;1066,03
2017-01-03;1068,22
2017-01-04;1066,72
2017-01-05;1065,22
2017-01-06;1071,1
2017-01-09;1056,94
2017-01-10;1055,46
2017-01-11;1046,64
2017-01-12;1070,74
2017-01-13;1080,37
2017-01-16;1094,16
2017-01-17;1109,84
2017-01-18;1095,03
2017-01-19;1089,8
2017-01-20;1093,89
2017-01-23;1087,11
2017-01-24;1091,28
2017-01-26;1092,09
2017-01-27;1086,87
2017-01-30;1082,01
2017-01-31;1086,15
2017-02-01;1095,97
2017-02-02;1105,87
2017-02-03;1112,02
2017-02-06;1116,63
2017-02-07;1115,12
2017-02-08;1128,12
2017-02-09;1142,2
2017-02-10;1154,47
2017-02-13;1155,13
2017-02-14;1153,52
2017-02-15;1153,9
2017-02-16;1148,37
2017-02-17;1135,03
2017-02-20;1145,67
2017-02-21;1150,05
2017-02-22;1164,44
2017-02-23;1176,88
2017-02-24;1177,3
2017-03-01;1176,44
2017-03-02;1185,0
2017-03-03;1181,35
2017-03-06;1188,27
2017-03-07;1184,6
2017-03-08;1180,96
2017-03-09;1169,25
2017-03-10;1176,69
2017-03-13;1187,51
2017-03-14;1173,68
2017-03-15;1162,01
2017-03-16;1172,36
2017-03-17;1174,7
2017-03-20;1177,21
2017-03-21;1191,78
2017-03-22;1171,81
2017-03-23;1166,17
2017-03-24;1172,52
2017-03-27;1169,02
2017-03-28;1177,4
2017-03-29;1177,73
2017-03-30;1176,04
2017-03-31;1174,36
2017-04-03;1184,98
2017-04-04;1179,24
2017-04-05;1181,59
2017-04-06;1171,85
2017-04-07;1162,28
2017-04-10;1168,78
2017-04-11;1171,12
2017-04-12;1159,5
2017-04-13;1163,81
2017-04-17;1160,43
2017-04-18;1162,75
2017-04-19;1159,11
2017-04-20;1157,45
2017-04-24;1157,83
2017-04-25;1140,49
2017-04-26;1129,19
2017-04-27;1141,09
2017-04-28;1137,52
2017-05-02;1141,88
2017-05-03;1148,04
2017-05-04;1146,39
2017-05-05;1146,69
2017-05-08;1151,03
2017-05-09;1157,23
2017-05-10;1159,31
2017-05-11;1169,52
2017-05-12;1179,83
2017-05-15;1194,39
2017-05-16;1209,17
2017-05-17;1228,31
2017-05-18;1036,9
2017-05-19;1030,33
2017-05-22;1082,88
2017-05-23;1098,07
2017-05-24;1126,71
2017-05-25;1111,95
2017-05-26;1121,82
2017-05-29;1116,9
2017-05-30;1128,73
2017-05-31;1131,06
2017-06-01;1123,84
2017-06-02;1109,15
2017-06-05;1089,46
2017-06-06;1086,2
2017-06-07;1097,68
2017-06-08;1079,71
2017-06-09;1098,86
2017-06-12;1097,58
2017-06-13;1105,38
2017-06-14;1094,59
2017-06-16;1113,53
2017-06-19;1121,19
2017-06-20;1127,09
2017-06-21;1121,59
2017-06-22;1116,13
2017-06-23;1110,7
2017-06-26;1110,61
2017-06-27;1108,92
2017-06-28;1101,66
2017-06-29;1133,86
2017-06-30;1120,74
2017-07-03;1120,79
2017-07-04;1111,58
2017-07-05;1117,39
2017-07-06;1110,07
2017-07-07;1113,51
2017-07-10;1119,13
2017-07-11;1111,79
2017-07-12;1121,33
2017-07-13;1123,38
2017-07-14;1125,43
2017-07-17;1133,32
2017-07-18;1141,28
2017-07-19;1162,92
2017-07-20;1171,09
2017-07-21;1183,11
2017-07-24;1181,48
2017-07-25;1177,8
2017-07-26;1170,18
2017-07-27;1182,33
2017-07-28;1180,63
2017-07-31;1173,07
2017-08-01;1183,26
2017-08-02;1179,58
2017-08-03;1197,85
2017-08-04;1202,17
2017-08-07;1212,68
2017-08-08;1204,84
2017-08-09;1198,4
2017-08-10;1192,71
2017-08-11;1193,05
2017-08-14;1191,57
2017-08-15;1185,93
2017-08-16;1198,38
2017-08-17;1198,83
2017-08-18;1201,3
2017-08-21;1198,13
2017-08-22;1196,58
2017-08-23;1195,03
2017-08-24;1194,99
2017-08-25;1197,4
2017-08-28;1202,11
2017-08-29;1194,48
2017-08-30;1200,9
2017-08-31;1197,28
2017-09-01;1209,77
2017-09-04;1208,45
2017-09-05;1221,05
2017-09-06;1232,03
2017-09-08;1242,8
2017-09-11;1247,44
2017-09-12;1245,68
2017-09-13;1246,0
2017-09-14;1242,16
2017-09-15;1238,34
2017-09-18;1236,81
2017-09-19;1241,3
2017-09-20;1239,57
2017-09-21;1244,07
2017-09-22;1243,98
2017-09-25;1236,06
2017-09-26;1236,34
2017-09-27;1236,63
2017-09-28;1238,98
2017-09-29;1237,2
2017-10-02;1237,56
2017-10-03;1237,84
2017-10-04;1242,27
2017-10-05;1232,24
2017-10-06;1224,94
2017-10-09;1241,82
2017-10-10;1250,45
2017-10-11;1242,45
2017-10-13;1236,64
2017-10-16;1231,04
2017-10-17;1237,63
2017-10-18;1244,26
2017-10-19;1240,55
2017-10-20;1247,19
2017-10-23;1243,93
2017-10-24;1244,37
2017-10-25;1230,42
2017-10-26;1224,74
2017-10-27;1201,03
2017-10-30;1226,0
2017-10-31;1206,27
2017-11-01;1212,73
2017-11-03;1199,36
2017-11-06;1198,18
2017-11-07;1194,66
2017-11-08;1199,06
2017-11-09;1203,47
2017-11-10;1193,39
2017-11-13;1186,26
2017-11-14;1194,54
2017-11-16;1175,58
2017-11-17;1189,69
2017-11-21;1194,91
2017-11-22;1197,34
2017-11-23;1197,79
2017-11-24;1187,96
2017-11-27;1186,7
2017-11-28;1191,02
2017-11-29;1195,35
2017-11-30;1182,04
2017-12-01;1174,68
2017-12-04;1183,13
2017-12-05;1175,76
2017-12-06;1178,1
2017-12-07;1170,77
2017-12-08;1180,03
2017-12-11;1182,55
2017-12-12;1173,24
2017-12-13;1185,23
2017-12-14;1179,77
2017-12-15;1174,33
2017-12-18;1182,63
2017-12-19;1175,25
2017-12-20;1179,47
2017-12-21;1185,65
2017-12-22;1191,84
2017-12-26;1180,81
2017-12-27;1192,85
2017-12-28;1189,29
2017-12-29;1189,65
2018-01-02;1190,3
2018-01-03;1204,4
2018-01-04;1204,76
2018-01-05;1207,09
2018-01-08;1209,63
2018-01-09;1208,01
2018-01-10;1206,23
2018-01-11;1210,61
2018-01-12;1229,03
2018-01-15;1237,9
2018-01-16;1230,2
2018-01-17;1246,84
2018-01-18;1245,19
2018-01-19;1257,89
2018-01-22;1254,46
2018-01-23;1248,71
2018-01-24;1249,25
2018-01-26;1300,21
2018-01-29;1286,11
2018-01-30;1286,53
2018-01-31;1282,74
2018-02-01;1283,15
2018-02-05;1269,68
2018-02-06;1257,71
2018-02-07;1268,44
2018-02-08;1261,68
2018-02-09;1262,06
2018-02-14;1260,84
2018-02-15;1261,22
2018-02-16;1278,24
2018-02-19;1287,43
2018-02-20;1285,77
2018-02-21;1277,84
2018-02-22;1274,12
2018-02-23;1289,2
2018-02-26;1279,53
2018-02-27;1283,76
2018-02-28;1282,08
2018-03-01;1267,94
2018-03-02;1278,72
2018-03-05;1285,7
2018-03-06;1288,21
2018-03-07;1278,17
2018-03-08;1282,75
2018-03-09;1283,05
2018-03-12;1292,14
2018-03-13;1288,34
2018-03-14;1290,85
2018-03-15;1287,06
2018-03-16;1287,38
2018-03-19;1289,91
2018-03-20;1283,95
2018-03-21;1267,69
2018-03-22;1288,76
2018-03-23;1280,74
2018-03-26;1287,38
2018-03-27;1279,36
2018-03-28;1277,6
2018-03-29;1259,41
2018-04-02;1268,07
2018-04-03;1270,44
2018-04-04;1240,27
2018-04-05;1269,01
2018-04-06;1244,92
2018-04-09;1241,32
2018-04-10;1245,23
2018-04-11;1237,51
2018-04-12;1255,93
2018-04-13;1252,18
2018-04-16;1258,73
2018-04-17;1261,16
2018-04-18;1261,56
2018-04-19;1261,95
2018-04-20;1258,28
2018-04-23;1256,78
2018-04-24;1257,16
2018-04-25;1237,43
2018-04-26;1255,89
2018-04-27;1262,36
2018-04-30;1254,86
2018-05-02;1251,32
2018-05-03;1255,74
2018-05-04;1240,05
2018-05-07;1248,66
2018-05-08;1245,03
2018-05-09;1219,66
2018-05-10;1231,24
2018-05-11;1241,53
2018-05-14;1232,13
2018-05-15;1207,04
2018-05-16;1234,87
2018-05-17;1243,24
2018-05-18;1217,99
2018-05-21;1207,03
2018-05-22;1217,14
2018-05-23;1207,84
2018-05-24;1208,25
2018-05-25;1223,69
2018-05-28;1202,86
2018-05-29;1193,64
2018-05-30;1195,9
2018-06-01;1186,83
2018-06-04;1198,79
2018-06-05;1159,63
2018-06-06;1148,94
2018-06-07;1138,37
2018-06-08;1158,51
2018-06-11;1179,72
2018-06-12;1157,8
2018-06-13;1149,04
2018-06-14;1167,89
2018-06-15;1140,77
2018-06-18;1138,41
2018-06-19;1142,63
2018-06-20;1180,16
2018-06-21;1160,31
2018-06-22;1155,39
2018-06-25;1158,05
2018-06-26;1181,09
2018-06-27;1166,92
2018-06-28;1163,97
2018-06-29;1168,42
2018-07-02;1183,2
2018-07-03;1189,61
2018-07-04;1184,71
2018-07-05;1194,92
2018-07-06;1184,51
2018-07-10;1202,19
2018-07-11;1204,87
2018-07-12;1201,83
2018-07-13;1195,0
2018-07-16;1194,52
2018-07-17;1179,9
2018-07-18;1191,57
2018-07-19;1182,59
2018-07-20;1215,27
2018-07-23;1204,26
2018-07-24;1202,74
2018-07-25;1208,86
2018-07-26;1203,52
2018-07-27;1205,81
2018-07-30;1208,35
2018-07-31;1204,92
2018-08-01;1203,41
2018-08-02;1201,9
2018-08-03;1217,57
2018-08-06;1227,86
2018-08-07;1224,38
2018-08-08;1223,12
2018-08-09;1200,57
2018-08-10;1191,55
2018-08-13;1173,57
2018-08-14;1234,7
2018-08-15;1213,86
2018-08-16;1245,18
2018-08-17;1227,9
2018-08-20;1235,99
2018-08-21;1228,5
2018-08-22;1196,34
2018-08-23;1236,84
2018-08-24;1231,19
2018-08-27;1239,25
2018-08-28;1225,93
2018-08-29;1207,08
2018-08-30;1213,06
2018-08-31;1203,84
2018-09-03;1194,69
2018-09-04;1196,85
2018-09-05;1191,5
2018-09-06;1204,17
2018-09-10;1213,79
2018-09-11;1183,95
2018-09-12;1208,57
2018-09-13;1199,37
2018-09-14;1199,61
2018-09-17;1181,46
2018-09-18;1183,71
2018-09-19;1184,11
2018-09-20;1188,22
2018-09-21;1197,96
2018-09-24;1178,46
2018-09-25;1171,55
2018-09-26;1179,33
2018-09-27;1181,6
2018-09-28;1182,04
2018-10-01;1182,79
2018-10-02;1198,09
2018-10-03;1219,31
2018-10-04;1204,6
2018-10-05;1247,85
2018-10-08;1278,39
2018-10-09;1272,88
2018-10-10;1279,35
2018-10-11;1291,91
2018-10-15;1290,99
2018-10-16;1313,91
2018-10-17;1310,28
2018-10-18;1316,94
2018-10-19;1323,63
2018-10-22;1332,85
2018-10-23;1333,34
2018-10-24;1327,76
2018-10-25;1324,12
2018-10-26;1335,03
2018-10-29;1378,51
2018-10-30;1353,35
2018-10-31;1351,74
2018-11-01;1352,26
2018-11-05;1345,03
2018-11-06;1343,44
2018-11-07;1359,96
2018-11-08;1339,34
2018-11-09;1329,39
2018-11-12;1351,18
2018-11-13;1349,54
2018-11-14;1343,71
2018-11-16;1367,44
2018-11-19;1365,51
2018-11-20;1365,77
2018-11-21;1359,64
2018-11-22;1374,83
2018-11-23;1385,86
2018-11-26;1379,44
2018-11-27;1356,22
2018-11-28;1375,62
2018-11-29;1356,7
2018-11-30;1373,96
2018-12-03;1380,56
2018-12-04;1357,35
2018-12-05;1370,33
2018-12-06;1347,31
2018-12-07;1375,91
2018-12-10;1354,66
2018-12-11;1359,07
2018-12-12;1371,99
2018-12-13;1367,91
2018-12-14;1370,22
2018-12-17;1381,18
2018-12-18;1387,96
2018-12-19;1392,6
2018-12-20;1392,92
2018-12-21;1391,08
2018-12-24;1389,33
2018-12-26;1394,02
2018-12-27;1392,18
2018-12-28;1390,34
2019-01-02;1408,5
2019-01-03;1408,83
2019-01-04;1402,6
2019-01-07;1431,61
2019-01-08;1443,09
2019-01-09;1445,66
2019-01-10;1459,52
2019-01-11;1478,74
2019-01-14;1465,51
2019-01-15;1493,44
2019-01-16;1486,96
2019-01-17;1482,81
2019-01-18;1494,83
2019-01-21;1488,73
2019-01-22;1500,8
2019-01-23;1491,98
2019-01-24;1504,03
2019-01-25;1497,5
2019-01-28;1500,66
2019-01-29;1505,79
2019-01-30;1510,93
2019-01-31;1530,27
2019-02-01;1530,73
2019-02-04;1541,12
2019-02-05;1539,19
2019-02-06;1520,68
2019-02-07;1518,79
2019-02-08;1511,39
2019-02-11;1502,8
2019-02-12;1503,24
2019-02-13;1517,69
2019-02-14;1522,82
2019-02-15;1537,46
2019-02-18;1538,29
2019-02-19;1550,7
2019-02-20;1551,17
2019-02-21;1530,18
2019-02-22;1533,01
2019-02-25;1540,97
2019-02-26;1527,2
2019-02-27;1530,02
2019-02-28;1539,96
2019-03-01;1540,42
2019-03-06;1534,51
2019-03-07;1549,25
2019-03-08;1552,11
2019-03-11;1569,81
2019-03-12;1571,54
2019-03-13;1579,35
2019-03-14;1565,3
2019-03-15;1565,81
2019-03-18;1583,8
2019-03-19;1591,66
2019-03-20;1587,27
2019-03-21;1587,79
2019-03-22;1549,64
2019-03-25;1550,62
2019-03-26;1567,93
2019-03-27;1533,32
2019-03-28;1517,48
2019-03-29;1553,43
2019-04-01;1568,98
2019-04-02;1562,32
2019-04-03;1565,29
2019-04-04;1551,5
2019-04-05;1556,84
2019-04-08;1560,38
2019-04-09;1553,78
2019-04-10;1556,55
2019-04-11;1538,22
2019-04-12;1536,52
2019-04-15;1535,55
2019-04-16;1533,76
2019-04-17;1541,38
2019-04-18;1549,03
2019-04-22;1552,8
2019-04-23;1555,73
2019-04-24;1568,25
2019-04-25;1556,85
2019-04-26;1567,37
2019-04-29;1578,23
2019-04-30;1578,83
2019-05-02;1574,92
2019-05-03;1582,77
2019-05-06;1588,86
2019-05-07;1594,32
2019-05-08;1597,37
2019-05-09;1597,97
2019-05-10;1610,3
2019-05-13;1606,57
2019-05-14;1607,16
2019-05-15;1617,59
2019-05-16;1618,02
2019-05-17;1613,51
2019-05-20;1606,87
2019-05-21;1622,08
2019-05-22;1634,94
2019-05-23;1622,94
2019-05-24;1640,8
2019-05-27;1638,72
2019-05-28;1644,13
2019-05-29;1672,38
2019-05-30;1680,46
2019-05-31;1704,12
2019-06-03;1707,4
2019-06-04;1728,8
2019-06-05;1718,67
2019-06-06;1716,45
2019-06-07;1718,08
2019-06-10;1718,57
2019-06-11;1726,8
2019-06-12;1729,78
2019-06-13;1727,48
2019-06-14;1725,19
2019-06-17;1730,82
2019-06-18;1749,67
2019-06-19;1731,37
2019-06-21;1763,63
2019-06-24;1763,91
2019-06-25;1766,88
2019-06-26;1774,99
2019-06-27;1777,95
2019-06-28;1805,52
2019-07-01;1825,12
2019-07-02;1822,58
2019-07-03;1800,72
2019-07-04;1817,52
2019-07-05;1798,47
2019-07-08;1809,68
2019-07-09;1807,17
2019-07-10;1816,3
2019-07-11;1816,56
2019-07-12;1816,83
2019-07-15;1811,59
2019-07-16;1806,48
2019-07-17;1795,92
2019-07-18;1793,59
2019-07-19;1788,55
2019-07-22;1794,66
2019-07-23;1806,0
2019-07-24;1817,35
2019-07-25;1826,04
2019-07-26;1812,62
2019-07-29;1824,32
2019-07-30;1824,71
2019-07-31;1819,57
2019-08-01;1825,49
2019-08-02;1806,61
2019-08-05;1796,34
2019-08-06;1813,14
2019-08-07;1824,55
2019-08-08;1838,4
2019-08-09;1838,78
2019-08-12;1819,98
2019-08-13;1839,75
2019-08-14;1834,56
2019-08-15;1837,72
2019-08-16;1843,66
2019-08-19;1847,02
2019-08-20;1836,23
2019-08-21;1850,54
2019-08-22;1839,74
2019-08-23;1834,36
2019-08-26;1832,08
2019-08-27;1818,64
2019-08-28;1797,16
2019-08-29;1792,1
2019-08-30;1797,85
2019-09-02;1806,5
2019-09-03;1804,12
2019-09-04;1818,11
2019-09-05;1826,69
2019-09-06;1818,54
2019-09-09;1824,48
2019-09-10;1813,85
2019-09-11;1814,19
2019-09-12;1828,22
2019-09-13;1820,32
2019-09-16;1818,04
2019-09-17;1818,37
2019-09-18;1843,48
2019-09-19;1860,52
2019-09-20;1855,26
2019-09-23;1864,1
2019-09-24;1872,86
2019-09-25;1855,92
2019-09-26;1878,67
2019-09-27;1884,61
2019-09-30;1882,09
2019-10-01;1876,72
2019-10-02;1877,0
2019-10-03;1891,43
2019-10-04;1897,41
2019-10-07;1892,03
2019-10-08;1895,15
2019-10-09;1883,03
2019-10-10;1888,93
2019-10-11;1909,11
2019-10-14;1920,79
2019-10-15;1923,91
2019-10-16;1921,32
2019-10-17;1933,18
2019-10-18;1950,96
2019-10-21;1957,2
2019-10-22;1963,37
2019-10-23;1963,76
2019-10-24;1964,06
2019-10-25;1976,19
2019-10-28;1973,63
2019-10-29;1985,81
2019-10-30;1995,07
2019-10-31;2016,43
2019-11-01;2031,92
2019-11-04;2047,64
2019-11-05;2038,73
2019-11-06;2032,92
2019-11-07;2027,42
2019-11-08;1991,6
2019-11-11;1980,16
2019-11-12;1974,55
2019-11-13;1968,97
2019-11-14;1966,35
2019-11-18;1973,34
2019-11-19;1962,09
2019-11-21;1954,35
2019-11-22;1957,79
2019-11-25;1961,88
2019-11-26;1927,62
2019-11-27;1928,14
2019-11-28;1903,01
2019-11-29;1929,2
2019-12-02;1915,96
2019-12-03;1925,06
2019-12-04;1925,59
2019-12-05;1920,4
2019-12-06;1927,86
2019-12-09;1933,25
2019-12-10;1936,88
2019-12-11;1960,81
2019-12-12;1965,59
2019-12-13;1974,97
2019-12-16;1976,39
2019-12-17;1956,69
2019-12-18;1928,61
2019-12-19;1917,95
2019-12-20;1898,91
2019-12-23;1907,56
2019-12-26;1915,68
2019-12-27;1922,27
2019-12-30;1933,04
2020-01-02;1949,89
2020-01-03;1933,58
2020-01-06;1935,8
2020-01-07;1928,15
2020-01-08;1931,92
2020-01-09;1935,69
2020-01-10;1935,36
2020-01-13;1943,5
2020-01-14;1930,19
2020-01-15;1956,98
2020-01-16;1940,21
2020-01-17;1934,98
2020-01-20;1933,03
2020-01-21;1919,32
2020-01-22;1919,8
